Tax Year,County,Income Class,Number of Returns,NY AGI Total ($),NYS Tax Liability Total ($)
2004,Erie,"$50,000 - $74,999",65117,3809458798.05,131948079.77
2004,Erie,"$75,000 - $99,999",36485,3107830958.59,98932650.48
2004,Erie,"Under $5,000",30391,69287178.38,1679997.31
2004,"Grand Total, Full-Year Resident",All Classes,6550635,413620125554.88,12449429576.14
2004,Hamilton,"$10,000 - $19,999",361,5412167.4,109994.79
2004,Hamilton,"$100,000 - $199,999",178,28550017.66,416089.39
2004,Hamilton,"$20,000 - $29,999",327,8468836.68,187631.67
2004,Hamilton,"$200,000 or more",90,26218475.07,236464.01
2004,Hamilton,"$30,000 - $39,999",296,10633115.92,253313.79
2004,Hamilton,"$40,000 - $49,999",233,10181117.68,236219.3
2004,Hamilton,"$5,000 - $9,999",185,1533192.15,26614.28
2004,Hamilton,"$50,000 - $74,999",380,25041654.47,512011.34
2004,Hamilton,"$75,000 - $99,999",208,17442967.41,353832.03
2004,Hamilton,"Under $5,000",193,488316.93,8297.42
2004,Madison,"$10,000 - $19,999",4561,69114755.61,1767435.63
2004,Madison,"$100,000 - $199,999",2138,314896946.07,5955591.17
2004,Madison,"$20,000 - $29,999",4339,105756523.32,2614671.58
2004,Madison,"$200,000 or more",1113,351149805.07,3708705.07
2004,Madison,"$30,000 - $39,999",3871,152436927.34,3843435.28
2004,Madison,"$40,000 - $49,999",3078,140137728.27,3997687.93
2004,Madison,"$5,000 - $9,999",2452,18262397.66,455132.71
2004,Madison,"$50,000 - $74,999",4733,294899670.39,7584837.59
2004,Madison,"$75,000 - $99,999",2734,253901674.52,5713718.21
2004,Madison,"Under $5,000",2570,6093938.63,124932.96
2004,Manhattan,"$10,000 - $19,999",41822,632172690.95,36435956.04
2004,Manhattan,"$100,000 - $199,999",113873,18093898052.39,770355955.84
2004,Manhattan,"$20,000 - $29,999",47873,1295690403.84,76175184.04
2004,Manhattan,"$200,000 or more",74509,21875015529.35,638181066.42
2004,Manhattan,"$30,000 - $39,999",57254,1900249011.1,127284709.41
2004,Manhattan,"$40,000 - $49,999",67532,3037692014.69,187479413.1
2004,Manhattan,"$5,000 - $9,999",16885,133102161.64,7105114.68
2004,Manhattan,"$50,000 - $74,999",128545,8309075869.11,558225461.54
2004,Manhattan,"$75,000 - $99,999",100032,8669863626.63,507795957.46
2004,Manhattan,"Under $5,000",12828,32096889.87,1662990.33
2004,Monroe,"$10,000 - $19,999",47480,718118461.75,19565600.32
2004,Monroe,"$100,000 - $199,999",26784,3884491646.8,85135461.05
2004,Monroe,"$20,000 - $29,999",44634,1160160006.43,31356070.95
2004,Monroe,"$200,000 or more",13848,4100483091.63,52256251.08
2004,Monroe,"$30,000 - $39,999",45323,1660157516.23,49891297.09
2004,Monroe,"$40,000 - $49,999",34447,1572276268.34,52061070.9
2004,Monroe,"$5,000 - $9,999",24562,181353081.35,5083078.77
2004,Monroe,"$50,000 - $74,999",55646,3581149547.98,105449629.44
2004,Monroe,"$75,000 - $99,999",31921,2802058862.22,74995648.96
2004,Monroe,"Under $5,000",22872,52767282.34,1283096.08
2004,NYS Unclassified +,All Classes,1253,31396879.52,923401.11
2004,Nassau,"$10,000 - $19,999",58384,894361617.37,38062804.28
2004,Nassau,"$100,000 - $199,999",80337,12007746132.85,390392616.26
2004,Nassau,"$20,000 - $29,999",64910,1667668765.65,72052044.62
2004,Nassau,"$200,000 or more",42452,11589657911.06,247173247.37
2004,Nassau,"$30,000 - $39,999",66432,2455413675.15,106639709.63
2004,Nassau,"$40,000 - $49,999",63163,2712334854.05,149742052.89
2004,Nassau,"$5,000 - $9,999",24856,174305106.11,7990668.98
2004,Nassau,"$50,000 - $74,999",117952,7045347619.39,364560353.38
2004,Nassau,"$75,000 - $99,999",73305,6563390717.49,281314080.89
2004,Nassau,"Under $5,000",21856,53452480.25,1899917.64
2004,Onondaga,"$10,000 - $19,999",31410,554866653.42,12641917.34
2004,Onondaga,"$100,000 - $199,999",18371,2665081437.4,56623768.97
2004,Onondaga,"$20,000 - $29,999",31069,731767079.58,20278929.31
2004,Onondaga,"$200,000 or more",8662,2718876556.81,29048659.53
2004,Onondaga,"$30,000 - $39,999",27853,941826880.83,27183780.14
2004,Onondaga,"$40,000 - $49,999",21731,998587912.67,31740526.09
2004,Onondaga,"$5,000 - $9,999",14194,109382195.81,2718854.96
2004,Onondaga,"$50,000 - $74,999",35142,2240434850.57,67168683.27
2004,Onondaga,"$75,000 - $99,999",20475,1975052723.28,47979112.02
2004,Onondaga,"Under $5,000",14880,40344595.04,807689.75
2004,Orange,"$10,000 - $19,999",20254,309310331.76,8111719.32
2004,Orange,"$100,000 - $199,999",12536,1917697881.29,40823615.75
2004,Orange,"$20,000 - $29,999",19923,456320254.28,15274713.11
2004,Orange,"$200,000 or more",6649,2008221326.77,29224224.98
2004,Orange,"$30,000 - $39,999",19361,640655439.4,20766829.9
2004,Orange,"$40,000 - $49,999",15681,622389333.43,25281258.46
2004,Orange,"$5,000 - $9,999",10422,78699196.21,2158798.72
2004,Orange,"$50,000 - $74,999",24515,1670612202.53,48526563.69
2004,Orange,"$75,000 - $99,999",13709,1294734127.72,34111879.48
2004,Orange,"Under $5,000",10347,26854646.34,651726.77
2004,Queens,"$10,000 - $19,999",97296,1674863486.37,43928273.41
2004,Queens,"$100,000 - $199,999",64978,10099912644.47,208832319.89
2004,Queens,"$20,000 - $29,999",99323,2560504956.5,75928460.63
2004,Queens,"$200,000 or more",33292,10192842072.03,136031637.32
2004,Queens,"$30,000 - $39,999",88143,3264478964.51,100214860.19
2004,Queens,"$40,000 - $49,999",76106,3372589049.11,121490844.12
2004,Queens,"$5,000 - $9,999",48320,370820772.11,10673153.42
2004,Queens,"$50,000 - $74,999",126475,7521836467.44,281219737.87
2004,Queens,"$75,000 - $99,999",68943,5938447402.53,171895329.12
2004,Queens,"Under $5,000",46365,118733547.92,2687004.98
2004,Residence Unknown ++,All Classes,686,14810415.34,535366.34
2004,Rockland,"$10,000 - $19,999",13521,206607534.9,7670836.31
2004,Rockland,"$100,000 - $199,999",14319,2158648097.62,53958862.35
2004,Rockland,"$20,000 - $29,999",13939,330382083.35,12428079.72
2004,Rockland,"$200,000 or more",7694,2195535034.35,39177987.64
2004,Rockland,"$30,000 - $39,999",14623,523667925.67,18761959.52
2004,Rockland,"$40,000 - $49,999",13365,621917454.49,23275168.76
2004,Rockland,"$5,000 - $9,999",6274,50339485.09,1715184.36
2004,Rockland,"$50,000 - $74,999",22902,1392713972.17,58444334.06
2004,Rockland,"$75,000 - $99,999",14618,1190094255.84,47984107.76
2004,Rockland,"Under $5,000",5909,14885361.07,440381.65
2004,Schuyler,"$10,000 - $19,999",1504,23198540.23,555732.26
2004,Schuyler,"$100,000 - $199,999",562,80431326.06,1599908.64
2004,Schuyler,"$20,000 - $29,999",1265,31865496.04,736549.73
2004,Schuyler,"$200,000 or more",260,73842846.74,784100.47
2004,Schuyler,"$30,000 - $39,999",1122,39814632.65,1146471.49
2004,Schuyler,"$40,000 - $49,999",869,41774906.5,1136088.98
2004,Schuyler,"$5,000 - $9,999",820,6014335.09,139434.0
2004,Schuyler,"$50,000 - $74,999",1264,80523633.98,2227073.83
2004,Schuyler,"$75,000 - $99,999",692,63017667.05,1511556.73
2004,Schuyler,"Under $5,000",809,1779437.85,37085.02
2004,Seneca,"$10,000 - $19,999",2526,37273541.95,868513.51
2004,Seneca,"$100,000 - $199,999",984,149556937.81,2358073.38
2004,Seneca,"$20,000 - $29,999",2117,52706087.74,1270559.77
2004,Seneca,"$200,000 or more",482,145189632.97,1494663.76
2004,Seneca,"$30,000 - $39,999",1862,63527720.06,1742505.52
2004,Seneca,"$40,000 - $49,999",1419,68765465.75,1748492.02
2004,Seneca,"$5,000 - $9,999",1365,9534587.88,223449.69
2004,Seneca,"$50,000 - $74,999",2300,147240548.18,3781319.64
2004,Seneca,"$75,000 - $99,999",1164,109088544.64,2314571.05
2004,Seneca,"Under $5,000",1306,3293075.08,61539.82
2004,Staten Island,"$10,000 - $19,999",23399,357847633.24,11085303.93
2004,Staten Island,"$100,000 - $199,999",15799,2407888765.48,54690116.18
2004,Staten Island,"$20,000 - $29,999",23509,578283828.08,17704365.43
2004,Staten Island,"$200,000 or more",8131,2298869778.23,31807096.74
2004,Staten Island,"$30,000 - $39,999",20826,764602937.66,22482775.66
2004,Staten Island,"$40,000 - $49,999",17993,838622296.79,29770227.1
2004,Staten Island,"$5,000 - $9,999",10800,90824056.09,2259575.06
2004,Staten Island,"$50,000 - $74,999",30008,2002551681.33,59823189.66
2004,Staten Island,"$75,000 - $99,999",17970,1521154864.64,50362558.98
2004,Staten Island,"Under $5,000",10397,24116121.49,600975.75
2004,Suffolk,"$10,000 - $19,999",83489,1158144405.88,41101265.82
2004,Suffolk,"$100,000 - $199,999",64672,9299119484.58,223534735.3
2004,Suffolk,"$20,000 - $29,999",78349,2020517424.47,59249321.5
2004,Suffolk,"$200,000 or more",33245,10498714903.77,141147441.48
2004,Suffolk,"$30,000 - $39,999",78087,2891155272.43,90704135.74
2004,Suffolk,"$40,000 - $49,999",69916,3133254244.5,120225400.97
2004,Suffolk,"$5,000 - $9,999",38264,282091778.09,10055180.94
2004,Suffolk,"$50,000 - $74,999",118972,7587949931.21,281472034.48
2004,Suffolk,"$75,000 - $99,999",71645,6121960088.09,189715292.77
2004,Suffolk,"Under $5,000",37385,97591383.81,2701912.04
2004,Tioga,"$10,000 - $19,999",3698,55064570.33,1462160.9
2004,Tioga,"$100,000 - $199,999",1505,235606218.71,4364374.48
2004,Tioga,"$20,000 - $29,999",3235,83394639.16,2071269.71
2004,Tioga,"$200,000 or more",733,196971699.12,2416300.97
2004,Tioga,"$30,000 - $39,999",2461,80567498.88,2249322.47
2004,Tioga,"$40,000 - $49,999",2248,103713803.38,2836847.19
2004,Tioga,"$5,000 - $9,999",1873,12897584.67,355898.17
2004,Tioga,"$50,000 - $74,999",3217,201959345.59,5922971.93
2004,Tioga,"$75,000 - $99,999",1693,143445205.03,3491704.32
2004,Tioga,"Under $5,000",1990,4951218.19,96573.79
2004,Tompkins,"$10,000 - $19,999",5833,85527030.73,2751528.35
2004,Tompkins,"$100,000 - $199,999",3263,486555217.86,9919661.82
2004,Tompkins,"$20,000 - $29,999",5616,132054564.34,3836573.5
2004,Tompkins,"$200,000 or more",1569,477475216.23,5799391.41
2004,Tompkins,"$30,000 - $39,999",5215,171227018.78,5784322.61
2004,Tompkins,"$40,000 - $49,999",4621,209747204.51,6522979.73
2004,Tompkins,"$5,000 - $9,999",3027,23214536.61,596709.5
2004,Tompkins,"$50,000 - $74,999",6847,463094769.88,13981387.59
2004,Tompkins,"$75,000 - $99,999",3940,347518915.76,9955473.65
2004,Tompkins,"Under $5,000",3171,7672161.15,177371.41
2004,Westchester,"$10,000 - $19,999",38910,588447434.09,23408934.4
2004,Westchester,"$100,000 - $199,999",55907,8160892364.86,280492786.85
2004,Westchester,"$20,000 - $29,999",43264,1028659970.94,45998950.44
2004,Westchester,"$200,000 or more",34321,10169610961.02,196654994.47
2004,Westchester,"$30,000 - $39,999",45933,1473775144.26,70544724.54
2004,Westchester,"$40,000 - $49,999",43518,1874709850.3,86897665.29
2004,Westchester,"$5,000 - $9,999",17108,129918552.64,5279771.26
2004,Westchester,"$50,000 - $74,999",83843,5227700096.36,243081678.81
2004,Westchester,"$75,000 - $99,999",55317,4356577734.48,198652766.07
2004,Westchester,"Under $5,000",14953,38735643.17,1346529.23
2004,Yates,"$10,000 - $19,999",1740,26181733.81,565446.04
2004,Yates,"$100,000 - $199,999",727,109395527.32,1745586.77
2004,Yates,"$20,000 - $29,999",1475,36335175.89,887700.27
2004,Yates,"$200,000 or more",315,90757073.26,1008762.96
2004,Yates,"$30,000 - $39,999",1507,51543070.76,1351098.35
2004,Yates,"$40,000 - $49,999",1093,44156668.37,1364755.99
2004,Yates,"$5,000 - $9,999",1025,7176641.79,180799.31
2004,Yates,"$50,000 - $74,999",1651,106770972.58,2687152.96
2004,Yates,"$75,000 - $99,999",848,69763545.19,1716594.6
2004,Yates,"Under $5,000",1027,2529259.23,49618.72
2005,Albany,"$10,000 - $19,999",19203,313096390.03,9623810.91
2005,Albany,"$100,000 - $199,999",12961,2065662101.72,42700305.19
2005,Albany,"$20,000 - $29,999",17131,405280118.13,13116290.39
2005,Albany,"$200,000 or more",6605,1949678619.41,25584695.81
2005,Albany,"$30,000 - $39,999",17237,621272165.72,19225118.23
2005,Albany,"$40,000 - $49,999",14686,671508827.61,22965635.45
2005,Albany,"$5,000 - $9,999",10580,78661969.93,2388409.43
2005,Albany,"$50,000 - $74,999",24093,1441782589.29,51643270.33
2005,Albany,"$75,000 - $99,999",13341,1177737612.15,32341157.33
2005,Albany,"Under $5,000",9976,27354038.85,579551.57
2005,Bronx,"$10,000 - $19,999",89435,1406867054.59,26597129.25
2005,Bronx,"$100,000 - $199,999",22748,3291488330.88,53862958.43
2005,Bronx,"$20,000 - $29,999",72932,1888847875.26,38117906.05
2005,Bronx,"$200,000 or more",9999,2971173442.23,27752126.92
2005,Bronx,"$30,000 - $39,999",61972,2146876175.66,47861878.95
2005,Bronx,"$40,000 - $49,999",41945,1883627771.35,47434011.69
2005,Bronx,"$5,000 - $9,999",52516,432059619.72,6996878.08
2005,Bronx,"$50,000 - $74,999",58089,3569750582.06,90037335.74
2005,Bronx,"$75,000 - $99,999",28815,2600860052.66,53500610.32
2005,Bronx,"Under $5,000",54893,149481334.25,2229297.39
2005,Brooklyn,"$10,000 - $19,999",127716,1778975199.57,53383373.99
2005,Brooklyn,"$100,000 - $199,999",64236,8389661342.48,193795673.34
2005,Brooklyn,"$20,000 - $29,999",114869,2743838266.26,85256560.71
2005,Brooklyn,"$200,000 or more",33464,10160863873.31,126907144.26
2005,Brooklyn,"$30,000 - $39,999",111422,4486804257.46,113368099.4
2005,Brooklyn,"$40,000 - $49,999",87314,3875842905.42,132007359.36
2005,Brooklyn,"$5,000 - $9,999",62376,505445349.34,12973180.53
2005,Brooklyn,"$50,000 - $74,999",142942,8127883364.1,293284381.12
2005,Brooklyn,"$75,000 - $99,999",77941,6624057763.8,206803983.5
2005,Brooklyn,"Under $5,000",64944,163861808.35,3666321.62
2005,Broome,"$10,000 - $19,999",14456,223425294.8,6132519.11
2005,Broome,"$100,000 - $199,999",6710,1074287036.28,20749739.52
2005,Broome,"$20,000 - $29,999",12757,327320231.88,8808133.14
2005,Broome,"$200,000 or more",3118,975534234.18,11812877.68
2005,Broome,"$30,000 - $39,999",11380,377035220.61,11260378.67
2005,Broome,"$40,000 - $49,999",8959,417530360.43,13522941.77
2005,Broome,"$5,000 - $9,999",7321,56619582.73,1439195.77
2005,Broome,"$50,000 - $74,999",13290,776182544.99,26946589.59
2005,Broome,"$75,000 - $99,999",7168,602769878.55,17506926.65
2005,Broome,"Under $5,000",7711,20398137.11,422354.94
2005,Cayuga,"$10,000 - $19,999",5900,85962958.17,2306977.86
2005,Cayuga,"$100,000 - $199,999",2320,362367375.02,6657653.88
2005,Cayuga,"$20,000 - $29,999",4785,117458886.48,3087013.47
2005,Cayuga,"$200,000 or more",1217,362447909.4,4188964.54
2005,Cayuga,"$30,000 - $39,999",4772,155916075.71,4950964.49
2005,Cayuga,"$40,000 - $49,999",3361,146566973.81,4469197.19
2005,Cayuga,"$5,000 - $9,999",3018,21829892.69,586191.68
2005,Cayuga,"$50,000 - $74,999",5479,330186826.45,8900968.63
2005,Cayuga,"$75,000 - $99,999",2660,241904151.41,5770709.48
2005,Cayuga,"Under $5,000",3203,7404039.21,169090.54
2005,Chemung,"$10,000 - $19,999",6145,94197103.74,2220964.99
2005,Chemung,"$100,000 - $199,999",2522,401467561.7,6339077.69
2005,Chemung,"$20,000 - $29,999",5369,135925945.23,3378554.46
2005,Chemung,"$200,000 or more",1174,363392302.79,4091842.74
2005,Chemung,"$30,000 - $39,999",4616,150601460.52,4154233.98
2005,Chemung,"$40,000 - $49,999",3734,177731937.77,4737291.38
2005,Chemung,"$5,000 - $9,999",3153,22873145.01,557944.03
2005,Chemung,"$50,000 - $74,999",5798,360672324.75,9665482.82
2005,Chemung,"$75,000 - $99,999",2986,247157784.85,6206333.92
2005,Chemung,"Under $5,000",3412,8339404.51,172053.94
2005,Cortland,"$10,000 - $19,999",3470,53477517.77,1257786.61
2005,Cortland,"$100,000 - $199,999",1543,211081569.56,4408166.51
2005,Cortland,"$20,000 - $29,999",3189,76493364.68,2113403.34
2005,Cortland,"$200,000 or more",698,190264731.31,2416571.84
2005,Cortland,"$30,000 - $39,999",2747,94191577.73,2731204.02
2005,Cortland,"$40,000 - $49,999",2105,95150285.6,3177013.38
2005,Cortland,"$5,000 - $9,999",1990,14627151.97,375549.88
2005,Cortland,"$50,000 - $74,999",3184,209160470.54,5464371.26
2005,Cortland,"$75,000 - $99,999",1782,151281931.44,3873291.86
2005,Cortland,"Under $5,000",1899,4622167.75,100370.28
2005,Dutchess,"$10,000 - $19,999",17941,279229054.0,8434390.6
2005,Dutchess,"$100,000 - $199,999",11735,1730813439.12,38278345.51
2005,Dutchess,"$20,000 - $29,999",17071,442171324.09,14211119.52
2005,Dutchess,"$200,000 or more",6463,2062893723.78,28055426.0
2005,Dutchess,"$30,000 - $39,999",16601,650282164.88,20937347.46
2005,Dutchess,"$40,000 - $49,999",13970,559394461.48,22233817.85
2005,Dutchess,"$5,000 - $9,999",9240,75144028.08,2115420.15
2005,Dutchess,"$50,000 - $74,999",22349,1364756563.93,46576519.95
2005,Dutchess,"$75,000 - $99,999",13107,1196564513.56,38858531.34
2005,Dutchess,"Under $5,000",8622,23370002.79,577496.79
2005,Erie,"$10,000 - $19,999",62237,982461339.4,28460555.9
2005,Erie,"$100,000 - $199,999",31721,4481254730.24,100847678.68
2005,Erie,"$20,000 - $29,999",58032,1412357478.75,43290526.83
2005,Erie,"$200,000 or more",15721,4846314136.11,65683387.48
2005,Erie,"$30,000 - $39,999",50594,1734953861.39,56400446.76
2005,Erie,"$40,000 - $49,999",42196,1902733700.09,63544511.21
2005,Erie,"$5,000 - $9,999",31654,221283019.21,7159057.77
2005,Erie,"$50,000 - $74,999",67307,4454010748.38,149248494.44
2005,Erie,"$75,000 - $99,999",36881,3230322224.65,99423674.37
2005,Erie,"Under $5,000",31272,76019616.58,1909064.43
2005,"Grand Total, Full-Year Resident",All Classes,6610976,418097365487.31,13174194963.45
2005,Hamilton,"$10,000 - $19,999",356,5320312.35,125749.4
2005,Hamilton,"$100,000 - $199,999",187,26497023.9,447563.49
2005,Hamilton,"$20,000 - $29,999",330,8143228.49,174315.63
2005,Hamilton,"$200,000 or more",87,26562900.49,265671.28
2005,Hamilton,"$30,000 - $39,999",274,8986375.27,217389.07
2005,Hamilton,"$40,000 - $49,999",244,11369159.07,263345.39
2005,Hamilton,"$5,000 - $9,999",181,1530356.34,28275.38
2005,Hamilton,"$50,000 - $74,999",377,23702562.8,527601.81
2005,Hamilton,"$75,000 - $99,999",218,19706369.19,424282.88
2005,Hamilton,"Under $5,000",190,500388.73,8428.82
2005,Madison,"$10,000 - $19,999",5001,73863759.87,1843761.1
2005,Madison,"$100,000 - $199,999",2183,278153198.75,6914932.6
2005,Madison,"$20,000 - $29,999",4574,125140535.14,3022056.31
2005,Madison,"$200,000 or more",1102,323360991.31,3591578.48
2005,Madison,"$30,000 - $39,999",3708,126786717.1,3333529.01
2005,Madison,"$40,000 - $49,999",2966,131574714.37,4003804.52
2005,Madison,"$5,000 - $9,999",2441,17449144.56,419590.18
2005,Madison,"$50,000 - $74,999",4853,289350039.29,8185401.68
2005,Madison,"$75,000 - $99,999",2510,232579247.26,6265110.65
2005,Madison,"Under $5,000",2411,6105379.48,127780.45
2005,Manhattan,"$10,000 - $19,999",42873,714943092.7,41157307.71
2005,Manhattan,"$100,000 - $199,999",115490,17121925883.59,750324729.45
2005,Manhattan,"$20,000 - $29,999",52114,1197128938.57,81638125.51
2005,Manhattan,"$200,000 or more",73295,23147801478.38,638973480.96
2005,Manhattan,"$30,000 - $39,999",63908,2193752373.99,162637144.3
2005,Manhattan,"$40,000 - $49,999",62705,2718920885.2,222415000.93
2005,Manhattan,"$5,000 - $9,999",17818,142219527.98,7387262.78
2005,Manhattan,"$50,000 - $74,999",129274,8149616084.8,592642707.38
2005,Manhattan,"$75,000 - $99,999",104353,9137008093.44,602888534.17
2005,Manhattan,"Under $5,000",13731,35424960.82,1843005.11
2005,Monroe,"$10,000 - $19,999",42737,668073905.46,19912318.86
2005,Monroe,"$100,000 - $199,999",26918,3837019899.7,85554912.91
2005,Monroe,"$20,000 - $29,999",42578,1022419958.33,31822312.71
2005,Monroe,"$200,000 or more",13310,4026201741.37,47546591.49
2005,Monroe,"$30,000 - $39,999",40459,1391836439.72,40376903.32
2005,Monroe,"$40,000 - $49,999",33626,1321828366.12,49562872.31
2005,Monroe,"$5,000 - $9,999",22763,174348395.93,4881247.43
2005,Monroe,"$50,000 - $74,999",54463,3299793040.19,108568934.34
2005,Monroe,"$75,000 - $99,999",31893,2718415896.63,80532000.91
2005,Monroe,"Under $5,000",22566,56598485.96,1314464.83
2005,NYS Unclassified +,All Classes,882,27505799.46,842952.63
2005,Nassau,"$10,000 - $19,999",56941,844743508.87,38315288.0
2005,Nassau,"$100,000 - $199,999",85393,12745789599.0,441112132.68
2005,Nassau,"$20,000 - $29,999",66848,1696551378.22,79752811.57
2005,Nassau,"$200,000 or more",44960,13762798805.52,268540510.18
2005,Nassau,"$30,000 - $39,999",72525,2666241820.05,115831100.42
2005,Nassau,"$40,000 - $49,999",61721,2435797226.79,146101313.92
2005,Nassau,"$5,000 - $9,999",23806,171984299.23,8500368.6
2005,Nassau,"$50,000 - $74,999",118003,7074758204.61,342214984.53
2005,Nassau,"$75,000 - $99,999",77701,6853136658.34,295350234.68
2005,Nassau,"Under $5,000",22565,55519564.83,2090966.73
2005,Onondaga,"$10,000 - $19,999",29642,455484545.51,11664642.7
